,Title,Label,Type,Price,Location,Baths,Area,Purpose,Bedroom(s),Added,Description,Main Features,Rooms,Business and Communication,Healthcare Recreational,Nearby Locations and Other Facilities,Other Facilities,Popular,Source,Time Stamp
499,5 Marla House For Sale In State Life Phase 1 A Extension,"State Life Housing Phase 1, State Life Housing Society, Lahore, Punjab",House,PKR   1.2 Crore,"State Life Housing Society, Lahore, Punjab",3,5 Marla,For Sale,3,15 hours ago,"Are you on a lookout for a 5 Marla House available for sale in State Life Housing Society, Lahore? We have it for you. The House is available for Rs 12,500,000.  Features:3 Beautiful Bedrooms Attach washroomPowder RoomTV Lounge Drawing RoomDining RoomKitchenSpanish TilesSolid Wooden WorkCar PorchVery Near to Commercial MarketGood LocationVery Ideal LocationFeel free to call us for further details. Mention Zameen. com while calling.", ," Bedrooms: 3 , Bathrooms: 3 , Drawing Room , Dining Room , Kitchens: 1", , , , ,,Lahore-1-19,3/31/2019 11:37
500,5 Marla House For Sale In Tulip Extension Block Sector C,"Bahria Town - Tulip Extension, Bahria Town - Sector C, Bahria Town, Lahore, Punjab",House,PKR   1 Crore,"Bahria Town, Lahore, Punjab",4,5 Marla,For Sale,3,15 hours ago,"“Arhan Associates, (AA Group) Real estate consultants and Builders” The House features 3 bed, double kitchen, wooden+marble+tiles flooring and everything else that makes you want to sale it. Compared to its brilliant location in Bahria Town - Sector C Bahria Town in Lahore, the asking price Rs 10,000,000 is quite reasonable. Arhan Associates (AA Group) offers property solutions and House construction services to match your needs. For a free consultation kindly get in contact."," Built in year: 2017 , Parking Spaces , Double Glazed Windows , Central Air Conditioning , Central Heating , Flooring , Electricity Backup , Waste Disposal , Floors: 2 , Other Main Features"," Bedrooms: 3 , Bathrooms: 4 , Servant Quarters , Drawing Room , Dining Room , Kitchens: 2 , Study Room , Prayer Room , Powder Room  , Store Rooms , Steam Room , Lounge or Sitting Room , Laundry Room , Other Rooms"," Broadband Internet Access , Satellite or Cable TV Ready , Intercom , Other Business and Communication Facilities"," Lawn or Garden , Sauna , Other Healthcare and Recreation Facilities"," Nearby Schools , Nearby Hospitals , Nearby Shopping Malls , Nearby Restaurants , Distance From Airport (kms) , Nearby Public Transport Service , Other Nearby Places"," Maintenance Staff , Security Staff , Facilities for Disabled , Other Facilities",,Lahore-1-19,3/31/2019 11:37
501,Spanish Design 1 Kanal Brand New Bungalow With Solid Construction In Dha Lahore,"DHA Phase 5, DHA Defence, Lahore, Punjab",House,PKR   5.99 Crore,"DHA Defence, Lahore, Punjab",6,1 Kanal,For Sale,5,1 week ago,"LEADS ESTATES ® | The Real Estate Leaders | Top Real Estate Company in DHA Lahore Pakistan. Always Looking For The Best Possible Deals? No Problem With LEADS ESTATES, You’ll Get The Best deals of The Market. An Authorized Real Estate Consultant. • A Secure Platform For Your Property Assets. • Deals In All Kind Of Property In DHA Lahore. • Special Consultancy Forum For Foreigners. • We Do Sale/purchase On Best possible Rates. Deal with us and get more benefits in the form of transparency of deals and also everything of the deal on the record for your assurance. We are offering one of the best deal here with gorgeous Bungalow for sale Lahore. The Main Features of this house are below. LEADS ESTATES offer state of the Art Elegant Modern Design Villa designed by Renowned Architect of Pakistan. It is located at finest location of society. The bungalow having 5 bedrooms with Attached Luxury baths with imported Grohee Fittings used in all washrooms. Spanish Tiled used in all washrooms. INVERTER Splits in whole House Italian SMC kitchen with All Accessories Imported Brazilian Granite used for floors. Beautiful Featured walls with imported BONSAI planters. Imported wallpapers from Dubai with Elegant Chandeliers. Price is very Reasonable according to the quality. For further details and visit please contact us at provided number."," Built in year , Parking Spaces , Double Glazed Windows , Central Air Conditioning , Central Heating , Flooring , Electricity Backup , Waste Disposal , Floors , Other Main Features"," Bedrooms , Bathrooms , Servant Quarters , Drawing Room , Dining Room , Kitchens , Study Room , Prayer Room , Powder Room  , Gym , Store Rooms , Steam Room , Lounge or Sitting Room , Laundry Room , Other Rooms"," Broadband Internet Access , Satellite or Cable TV Ready , Intercom , Other Business and Communication Facilities"," Lawn or Garden , Swimming Pool , Sauna , Jacuzzi , Other Healthcare and Recreation Facilities"," Nearby Schools , Nearby Hospitals , Nearby Shopping Malls , Nearby Restaurants , Distance From Airport (kms) , Nearby Public Transport Service , Other Nearby Places"," Maintenance Staff , Security Staff , Facilities for Disabled , Other Facilities",super hot,Lahore-1-20,3/31/2019 11:37
502,10 Marla Spanish Brand New House For Sale,"State Life Housing Phase 1, State Life Housing Society, Lahore, Punjab",House,PKR   2.4 Crore,"State Life Housing Society, Lahore, Punjab",6,10 Marla,For Sale,4,1 week ago,100% ORIGINAL PICTURES4 BEDROOMSWITH ATTACHED WASHROOMSDRAWING AREATV LOUNGEDOG HouseServant quarterCar parkingHot location and easy approach For more information please contact.," Built in year: 2019 , Parking Spaces: 2 , Double Glazed Windows , Central Air Conditioning , Central Heating , Flooring , Electricity Backup , Waste Disposal , Floors: 3 , Other Main Features"," Bedrooms: 4 , Bathrooms: 6 , Servant Quarters: 1 , Drawing Room , Dining Room , Kitchens: 2 , Study Room , Prayer Room , Powder Room  , Store Rooms: 1 , Steam Room , Lounge or Sitting Room , Laundry Room , Other Rooms"," Broadband Internet Access , Satellite or Cable TV Ready , Intercom , Other Business and Communication Facilities"," Lawn or Garden , Swimming Pool , Sauna , Other Healthcare and Recreation Facilities"," Nearby Schools , Nearby Hospitals , Nearby Shopping Malls , Nearby Restaurants , Distance From Airport (kms) , Nearby Public Transport Service , Other Nearby Places"," Maintenance Staff , Security Staff , Facilities for Disabled , Other Facilities",super hot,Lahore-1-20,3/31/2019 11:37
503,10 Marla Brand New Modern Style Double Unit Bungalow At Prime Location,"State Life Housing Society, Lahore, Punjab",House,PKR   2.3 Crore,"State Life Housing Society, Lahore, Punjab",5,10 Marla,For Sale,4,1 week ago,• 4 Master Bedrooms • 5 Washroom • 2 Kitchen with Wooden Work• Washrooms With Imported Fitting• 2 Car Parking • Big TV Lounge • Drawing room  • Dining Room• Powder Room • 1 Store Rooms • Tile+Marble flooring• Servant Quarter  • Owner Build House • Green Lush Lawn • Sitting Area," Built in year: 2019 , Parking Spaces: 2 , Double Glazed Windows , Central Air Conditioning , Central Heating , Flooring , Electricity Backup , Waste Disposal , Floors: 2 , Other Main Features"," Bedrooms: 4 , Bathrooms: 5 , Servant Quarters: 1 , Drawing Room , Dining Room , Kitchens: 2 , Study Room , Prayer Room , Powder Room  , Store Rooms: 1 , Steam Room , Lounge or Sitting Room , Laundry Room , Other Rooms"," Broadband Internet Access , Satellite or Cable TV Ready , Intercom , Other Business and Communication Facilities"," Lawn or Garden , Sauna , Jacuzzi , Other Healthcare and Recreation Facilities"," Nearby Schools , Nearby Hospitals , Nearby Shopping Malls , Nearby Restaurants , Distance From Airport (kms) , Nearby Public Transport Service , Other Nearby Places"," Maintenance Staff , Security Staff , Facilities for Disabled , Other Facilities",super hot,Lahore-1-20,3/31/2019 11:37
504,1 Kanal Mazhar Munir Stylish Bungalow,"DHA Phase 6 - Block C, DHA Phase 6, DHA Defence, Lahore, Punjab",House,PKR   3.6 Crore,"DHA Defence, Lahore, Punjab",6,1 Kanal,For Sale,5,1 week ago,"•	Solid struture is made from the best possible material including Maple Leaf cement,Model 60 garde steel, etc. •	5 spacious bedrooms with attached washrooms & a powder room. Jacuzzi included in both master washrooms. •	Grohe accessries & wall mounted commodes are installed in every washroom. •	House designed by Mazhar Munir ( Mazhar & Design Team ). •	Italian Kitchen dsigned & installed by SMC. •	All tiles are Spanish/Italian & are purchased from 4 walls. •	Ash wood is used for total wood work,which includes solid doors. •	Vanities,Niches,Counter tops & Kitchen tops are made from imported Corian. •	5 coats of ICI paints is used in the house. •	Gree inverter  split units & Samsung Smart TV installed in the house. •	12mm HDF wooden floors by SMC are installed. •	Emerald Pearl granite is use for steps & stairs. •	Carefully crafted landscaping ( including imported plants) is done all over the house. •	 Amazing State of the Art Designer Bungalow•	  5 Master Size Bed Rooms with attached Bath•	 All Baths are Equipped with Imported Fittings•	 Solid Wood Work•	 Decent tiles Combination with Spanish and Italian Tiles All Over•	 Near Sector Sand main Jogging Track and park•	  Jalal Sons is just 05 minute walk•	 Granite/Marble used in the Flooring•	  A++ Construction•	 Spacious was Rooms and Outclass Tiles combination•	 Superb Chandeliers all over•	 Beautiful Fall Ceilings"," Built in year: 2019 , Parking Spaces: 4 , Double Glazed Windows , Central Air Conditioning , Central Heating , Flooring , Electricity Backup , Waste Disposal , Floors: 2 , Other Main Features"," Bedrooms: 5 , Bathrooms: 6 , Servant Quarters: 2 , Drawing Room , Dining Room , Kitchens: 2 , Study Room , Prayer Room , Powder Room  , Store Rooms: 2 , Steam Room , Lounge or Sitting Room , Laundry Room , Other Rooms"," Broadband Internet Access , Satellite or Cable TV Ready , Intercom , Other Business and Communication Facilities"," Lawn or Garden , Sauna , Jacuzzi , Other Healthcare and Recreation Facilities"," Nearby Schools , Nearby Hospitals , Nearby Shopping Malls , Nearby Restaurants , Distance From Airport (kms) , Nearby Public Transport Service , Other Nearby Places"," Maintenance Staff , Security Staff , Facilities for Disabled , Other Facilities",super hot,Lahore-1-20,3/31/2019 11:37
505,One Kanal Brand New Spanish Bungalow Near Park For Sale At Dha Phase 6,"DHA Phase 6, DHA Defence, Lahore, Punjab",House,PKR   4.5 Crore,"DHA Defence, Lahore, Punjab",6,1 Kanal,For Sale,5,1 week ago,"Future Planners Estate Offers:Best DealOne Kanal Brand New Spanish Bungalow for sale at DHA Phase 6Near to Park and DHA Office5 bedrooms with attached bath. Italian Tiled + Wooden FlooringImported Fitting in BathroomsDrawing & Dining Room2 TV Lounges3 Company Fitted Kitchens2 Servant QuartersPowder Room2 Store RoomsAbout Phase 3:The Phase offer a comprehensive life style to the facilities in the same location, Easy approach from all sides of the city makes the phase appealing as one can easily approach any part of Lahore city. •	Masjid•	Shopping Malls•	Branded Store•	Food CourtsThe House boasts excellent design and also features facilities that guarantee a comfortable, convenient lifestyle. It's time to get your dream Home. Reasonable Price than MarketPLEASE CONTACT US TO BOOK AN APPOINTMENT FOR VIEWING."," Built in year: 2019 , Parking Spaces: 4 , Double Glazed Windows , Central Air Conditioning , Flooring , Electricity Backup , Waste Disposal , Floors: 2 , Other Main Features"," Bedrooms: 5 , Bathrooms: 6 , Servant Quarters: 2 , Drawing Room , Dining Room , Kitchens: 3 , Study Room , Prayer Room , Powder Room  , Store Rooms: 2 , Lounge or Sitting Room , Laundry Room"," Broadband Internet Access , Satellite or Cable TV Ready , Intercom"," Lawn or Garden , Sauna , Jacuzzi"," Nearby Schools , Nearby Hospitals , Nearby Shopping Malls , Nearby Restaurants , Distance From Airport (kms) , Nearby Public Transport Service , Other Nearby Places"," Maintenance Staff , Security Staff , Facilities for Disabled",super hot,Lahore-1-20,3/31/2019 11:37
506,7 Marla Brand New Bungalow For Sale In C Block Of Punjab Small Housing Society Near To LUMS University,"Punjab Small Industries Colony, Lahore, Punjab",House,PKR   1.25 Crore,"Punjab Small Industries Colony, Lahore, Punjab",4,7 Marla,For Sale,4,1 week ago,"A 7 Marla House is available for sale at an affordable price of Rs 12,500,000. The House features all the necessary facilities for comfortable living and is ideally located in Punjab Small Industries Colony, Lahore. Features:4 Master Bedrooms Attached WashroomImported KitchenTV loungeDrawing roomDining roomSolid Ash woodTiles Flooring 	Very Near to Commercial MarketVery Good LocationWe encourage only serious individuals to contact us for an immediate deal. Please mention Zameen. com when calling.", ," Bedrooms: 4 , Bathrooms: 4 , Drawing Room , Dining Room , Kitchens: 1", , , , ,super hot,Lahore-1-20,3/31/2019 11:37
507,1 Kanal Brand New House For Sale In Valencia Housing Society Block B Lahore,"Valencia - Block B, Valencia Housing Society, Lahore, Punjab",House,PKR   3.95 Crore,"Valencia Housing Society, Lahore, Punjab",6,1 Kanal,For Sale,5,1 week ago,"A nice and beautifully built 1 Kanal House is up for sale. Interested buyers can visit the House in Valencia - Block B, Lahore. Located In Luxury Society Just Visit Once, You Will Love The Rhythm Of Living In A Most Lavish Society. Best for living purpose. Good Location. Reasonable Price. Features:5 Bed Rooms Attached Bath RoomsDrawing RoomStore RoomItalian Tiles2 Kitchen With Dirty KitchenDining Room With Bath Room2 TV LoungeLawn TerraceCar Parking	Servant Quarter With Bath Room	Top Quality BricksTotal New Age WiresTotal Solid Wood Work 	Imported Company Kitchen Installed With All Required AccessoriesTotally ICI Paint UsedTwo Beautiful Terrace Privacy Best Posh Location & EnvironmentThe House boasts excellent design and also features facilities that guarantee a comfortable, convenient lifestyle. We recommend you book an appointment ASAP to visit the location because at this price of Rs 39,500,000, you cant find such a fine deal anywhere else!Call us for more information.", ," Bedrooms: 5 , Bathrooms: 6 , Drawing Room , Dining Room , Kitchens: 2", , , , ,super hot,Lahore-1-20,3/31/2019 11:37
508,1 Kanal Double Unit Brand New House For Sale In Wapda Town Phase 1 Lahore,"Wapda Town Phase 1, Wapda Town, Lahore, Punjab",House,PKR   3.65 Crore,"Wapda Town, Lahore, Punjab",7,1 Kanal,For Sale,6,1 week ago,"Are you looking for a well-built House in Wapda Town, Lahore? If so, we have a House available for sale at Rs 36,500,000. Extra ordinary design luxurious 1 Kanal double unit brand new house for sale in Wapda Town phase 1, Lahore on a good location all facilities are available, 5 minutes drive from Motorway. Multi family residence is a unique creation interior, gracious and relaxed, very private home is highly adaptable to modern living and entertaining. Well appointed 6 beds, 7 baths (with imported fittings, shower cabins and Jacuzzi), 2 imported kitchen with branded appliances, 2 lavish drawing dining, 2 spacious TV lounge, solid woodwork, 1 servant quarter with a kitchen and bath, 4 cars parking space, separate stairs. House gives look and feels like a 2 kanal house. Grab this auspicious opportunity to excecute your dreams into reality and live luxury lifestyle with your family. Please feel free to call us if u need further details about this house to assist u and take u to a mini tour.", ," Bedrooms: 6 , Bathrooms: 7 , Drawing Room , Dining Room , Kitchens: 2", , , , ,super hot,Lahore-1-20,3/31/2019 11:37
509,Brand New Double Storey House For Sale At Good Location,"Bahria Town - Overseas A, Bahria Town - Overseas Enclave, Bahria Town, Lahore, Punjab",House,PKR   4.85 Crore,"Bahria Town, Lahore, Punjab",-,1 Kanal,For Sale,5,1 week ago,"A nice 1 Kanal House is offered for sale. The spacious and bright House is built to meet all residential needs of a family. You will like the floor plan of this House and be convinced right away that this is where you want to live. Having 5 beds, double kitchen and wooden+marble+tiles flooring. Near to mosque, park and school. Moreover, our demand of Rs 48,500,000 is really reasonable. Call us for more information.", ," Bedrooms: 5 , Drawing Room , Dining Room , Kitchens: 2", , , , ,super hot,Lahore-1-20,3/31/2019 11:37
510,10 Marla Brand New Double Unit House For Sale In State Life Phase 1,"State Life Phase 1 - Block F, State Life Housing Phase 1, State Life Housing Society, Lahore, Punjab",House,PKR   2.25 Crore,"State Life Housing Society, Lahore, Punjab",4,10 Marla,For Sale,4,1 week ago,"Looking for a beautifully built House for sale? We have got just that in store for you! The House, spread over 10 Marla, is located in State Life Housing Phase 1, Lahore. Features:4 Huge Beautiful Bedrooms Attach WashroomTV Lounge Drawing RoomDining RoomPowder RoomImported KitchenSonex Sanitary	Solid HouseNear to Park & MosqueSolid DoorWooden WorkMarble Flooring	Huge Car PorchHush Green LawnVery near to Commercial Market	Very Ideal LocationThe House is available at an attractive price of Rs 22,500,000. Feel free to call us for further details and do not forget to mention Zameen. com while calling.", ," Bedrooms: 4 , Bathrooms: 4 , Drawing Room , Dining Room , Kitchens: 1", , , , ,super hot,Lahore-1-20,3/31/2019 11:37
511,Outstanding Design 10 Marla Corner Brand New Bungalow Available For Sale In Dha Phase 6,"DHA Phase 6, DHA Defence, Lahore, Punjab",House,PKR   3.5 Crore,"DHA Defence, Lahore, Punjab",5,10 Marla,For Sale,4,21 hours ago,"Syed Estate Offers,Outstanding Design 10 Marla Corner Brand New Bungalow Available For Sale In DHA Phase 6 Lahore. Attached 100 % Original Pictures. About The Property:• 4 Master Bedrooms• 5 Washroom• 2 Kitchen with Wooden Work• Washrooms With Imported Fitting• 2 Car Parking• Big TV Lounge• Drawing room • Dining Room• Powder Room• 2 Store Rooms• Tile+Marble flooring• Servant Quarter • Owner Build House• Green Lush Lawn • Sitting Area And Bar B Q AreaNote: Bungalow is Near to Masjid * Beacon house * Lahore Grammar School * Sports complex * Sports Club * Sector shops. Available security Facilities. Protected Area. Near To School, Market, Hospital & Parks. Prime Location. Marvelous house. Carpeted Road. Beautiful Sector Of DHA. Peace Full Society. With all Good Approaches. Available All Facilities Like A Electricity, Sui Gas, Internet, Intercom And Satellite Cable. Good Client dealing is our main Objective. Should you have any further queries do not hesitate contact with us:NOTE= More Options Available (1 Kanal, 2 Kanal) In Low Budget. For More Details. Please quote Zameen. com when calling us."," Built in year: 2018 , Parking Spaces: 2 , Double Glazed Windows , Central Air Conditioning , Central Heating , Flooring , Electricity Backup , Waste Disposal , Floors: 2 , Other Main Features"," Bedrooms: 4 , Bathrooms: 5 , Servant Quarters: 1 , Drawing Room , Dining Room , Kitchens: 2 , Study Room , Prayer Room , Powder Room  , Store Rooms: 2 , Steam Room , Lounge or Sitting Room , Laundry Room , Other Rooms"," Broadband Internet Access , Satellite or Cable TV Ready , Intercom"," Lawn or Garden , Sauna , Jacuzzi"," Nearby Schools , Nearby Hospitals , Nearby Shopping Malls , Nearby Restaurants , Distance From Airport (kms) , Nearby Public Transport Service , Other Nearby Places"," Maintenance Staff , Security Staff , Facilities for Disabled , Other Facilities",hot,Lahore-1-20,3/31/2019 11:37
512,Syed Brothers Offer 1 Kanal New Double Unit Luxurious Bungalow  For Sale,"DHA Phase 6, DHA Defence, Lahore, Punjab",House,PKR   5 Crore,"DHA Defence, Lahore, Punjab",6,1 Kanal,For Sale,5,21 hours ago,"SYED BROTHERS OFFER, 1 KANAL NEW DOUBLE UNIT LUXURIOUS BUNGALOW Solid Construction(Must watch palace’s pic,s)This is royal class like diamond only 1 palace in DHA Phase 6Must visit this palace before final yours dream home for your familyNEARBY PLACEShaving nearby all facilities like. Mosque in sector Park with jogging track2nd Sector Park Sports complexSector shops on walking distanceNEAREST SCHOOLS & UNIVERSITYFor the necessaries of life also best schools of the city that can add a good future for your kids TNS Beacon house Lahore Grammar SchoolGarrison University of management SciencesKid’s CampusCentral commercial area Phase 6 DHA Society on next sectorAll 1st class banks in central commercial areaGloria jean’s caféCAR PARKINGHuge car parking 6 executive class car parking spaceLAWNLush green lawn sitting area beautiful plants fountain’s an amazing view in lawn and drawing roomENTRANCEMost beautiful entrance amoral pearl TileRECEPTIONEntrance reception beautiful lights. View 2x3 feet colorful micro crystal Spanish tile flooring double height lobbyPrime Location. Reasonable Demand. For More Details And Option Please Contact Us."," Built in year: 2018 , Parking Spaces: 4 , Double Glazed Windows , Central Air Conditioning , Central Heating , Flooring , Electricity Backup , Waste Disposal , Floors: 2 , Other Main Features"," Bedrooms: 6 , Bathrooms: 7 , Servant Quarters: 2 , Drawing Room , Dining Room , Kitchens: 2 , Study Room , Prayer Room , Powder Room  , Store Rooms: 2 , Steam Room , Lounge or Sitting Room , Laundry Room , Other Rooms"," Broadband Internet Access , Satellite or Cable TV Ready , Intercom , Other Business and Communication Facilities"," Lawn or Garden , Sauna , Jacuzzi , Other Healthcare and Recreation Facilities"," Nearby Schools , Nearby Hospitals , Nearby Shopping Malls , Nearby Restaurants , Distance From Airport (kms) , Nearby Public Transport Service , Other Nearby Places"," Maintenance Staff , Security Staff , Facilities for Disabled , Other Facilities",hot,Lahore-1-20,3/31/2019 11:37
513,Elegant Modern Design Brand New 11 Marla House Is Available For Sale,"DHA Phase 4 - Block GG, DHA Phase 4, DHA Defence, Lahore, Punjab",House,PKR   3.75 Crore,"DHA Defence, Lahore, Punjab",5,11 Marla,For Sale,4,1 day ago,Brand New State Of The Art Elevation 4 Bed Attach Bath Powder Room Marble/wooden/ Tiled Flooring Imported Fittings/fixtures Spacious Kitchen With Imported Appliances Solid Wood Work Lush Green Loan Servant Quarters  Tile Flooring Reasonable Demand . Call Us For More Details About It.," Built in year: 2018 , Parking Spaces: 2 , Double Glazed Windows , Flooring , Waste Disposal , Floors , Other Main Features"," Bedrooms: 4 , Bathrooms: 4 , Servant Quarters: 1 , Drawing Room , Dining Room , Kitchens , Powder Room  , Lounge or Sitting Room"," Broadband Internet Access , Satellite or Cable TV Ready , Other Business and Communication Facilities", Lawn or Garden," Nearby Schools , Nearby Hospitals , Nearby Shopping Malls , Nearby Restaurants , Distance From Airport (kms)"," Maintenance Staff , Security Staff",hot,Lahore-1-20,3/31/2019 11:37
514,Marvelous 5 Marla Brand New Luxury House For Sale,"DHA 9 Town - Block C, DHA 9 Town, DHA Defence, Lahore, Punjab",House,PKR   1.25 Crore,"DHA Defence, Lahore, Punjab",4,5 Marla,For Sale,3,1 day ago,"Secure Future Proudly Offers 5 Marla Brand New Luxury House For Sale In DHA Lahore. Phase- 9 Town. Block-C. 5-Bed With Attach Bath. Iron Made Kitchen. Jacuzzi Tub And Shower Cabin Bath. Marbled And Wooden Flooring. Car Parking. TV Lounge. Powder Room. Double Glaze window. Dining Room. Drawing Room. Servant Quarter. Airy House. Available Waste Disposal. Central Heating And Cooling System. Available security Facilities. Protected Area. Near To School,Market,Hospital & Parks. Prime Location. Marvelous house. Carpeted Road. Beautiful Sector  Of DHA. Peace  Full Society. With all Good Approaches. Available All Facilities Like A Electricity,Sui Gas,Internet,Intercom And Satellite Cable. Good Client dealing is our main Objective. Should u have any further queries do not hesitate contact with us:"," Built in year: 2018 , Parking Spaces: 1 , Double Glazed Windows , Central Air Conditioning , Central Heating , Flooring , Electricity Backup , Waste Disposal , Floors: 2 , Other Main Features , Furnished"," Bedrooms: 3 , Bathrooms: 4 , Servant Quarters: 1 , Drawing Room , Dining Room , Kitchens: 2 , Study Room , Prayer Room , Powder Room  , Gym , Store Rooms: 1 , Steam Room , Lounge or Sitting Room , Laundry Room , Other Rooms"," Broadband Internet Access , Satellite or Cable TV Ready , Intercom , Other Business and Communication Facilities"," Lawn or Garden , Swimming Pool , Sauna , Jacuzzi , Other Healthcare and Recreation Facilities"," Nearby Schools , Nearby Hospitals , Nearby Shopping Malls , Nearby Restaurants , Distance From Airport (kms) , Nearby Public Transport Service , Other Nearby Places"," Maintenance Staff , Security Staff , Facilities for Disabled , Other Facilities",hot,Lahore-1-20,3/31/2019 11:37
515,Facing Park 1 Kanal Owner Build Bungalow For Sale,"DHA Phase 6, DHA Defence, Lahore, Punjab",House,PKR   4.1 Crore,"DHA Defence, Lahore, Punjab",6,1 Kanal,For Sale,5,1 day ago,"Secure Future Proudly Offers 1 Kanal Owner Build Brand New Luxury Bungalow For Sale In DHA Lahore. Phase-6. 6 Bedroom Attached Bath. Spanish Tile Flooring. Full Basement, mini Cinema. 2 Specious TV Lounges. Drawing And Dinning Room Wooden FlooringImported Kitchen. Servant Quarter. Our Company Profile We are specialist 1 . Housing Societies DHA and  Town Plots and Houses for Sales Purchase and Rent. 2. Beautiful Farm Houses and Farm Houses Lands sales and Purchase3. Society Lands Agricultural Lands Industrial Lands and Commercial Lands all over Punjab and Gwadar4. Plazas OFFICES Factories Banks Hospitals for Sales Purchase and Rent Contact with confidence We don t lose our respected clients Your business means a lot to us:"," Built in year: 2018 , Parking Spaces: 4 , Double Glazed Windows , Central Air Conditioning , Central Heating , Flooring , Electricity Backup , Waste Disposal , Floors: 2 , Other Main Features , Furnished"," Bedrooms: 5 , Bathrooms: 6 , Servant Quarters: 2 , Drawing Room , Dining Room , Kitchens: 3 , Study Room , Prayer Room , Powder Room  , Gym , Store Rooms: 1 , Steam Room , Lounge or Sitting Room , Laundry Room , Other Rooms"," Broadband Internet Access , Satellite or Cable TV Ready , Intercom , Other Business and Communication Facilities"," Lawn or Garden , Swimming Pool , Sauna , Jacuzzi , Other Healthcare and Recreation Facilities"," Nearby Schools , Nearby Hospitals , Nearby Shopping Malls , Nearby Restaurants , Distance From Airport (kms) , Nearby Public Transport Service , Other Nearby Places"," Maintenance Staff , Security Staff , Facilities for Disabled , Other Facilities",hot,Lahore-1-20,3/31/2019 11:37
516,Superb 10 Marla Outclass Brand New Luxury Bungalow For Sale,"DHA Phase 8, DHA Defence, Lahore, Punjab",House,PKR   2.45 Crore,"DHA Defence, Lahore, Punjab",5,10 Marla,For Sale,4,1 day ago,"Secure Future Proudly Offers 10 Marla Brand New Stylish Design Beautiful Elevation House For Sale In DHA Lahore. Property Explanation  Near Park and Commercial, 4 beds tiled tub bath 32 x 32 white tiled flooring, beautiful kitchen, solid wood work, Servant Quarter, All Facilities in block Commercial,  Contact Us For More Details04 Master Size Bed Rooms with Attached Bath. • All Baths Are Equipped With Imported Fittings. • Designed by Mazhar Munir & Grohe Fittings. • Amazing Wood Work, All Teak Wood/Ash Wood Used In Bungalow. • Bath Tubs/Jacuzzi Installed In Every Wash Room. • House Is Located Near Park/Mosque. • Commercial Area Is Very Near To Premises. • Total Covered Area Of House Is 2150 Sq Ft. • Double Story House. • Complete Wiring Of Ups And Generator Done In The House. • Solid Steel Work Used For Outside Main Gate. • Sliding Doors. • Complete Marble/Tiled/Wooden Flooring. • Wash Rooms Are Completely Covered By Spanish Tiles. • 40 Ft Road. • One of the best locations of Eden City• Bath tubs/Jacuzzi installed in every wash room • All the construction near and adjacent to house is new • House is completed according to by-laws. • Top Korean used in kitchen• Fall Ceiling done all over including bed rooms/drawing/dinning and kitchen• Seepage protection given while constructing the home• Protection sheets installed while building the upper portion to keep both portions cool in summers• Solid stairs built with steel frame work and granite used in outer • Washing area is elegantly managed at the back side of house• Good sizes of washrooms with large wardrobes in it. • Superb elevation• House location is excellent. Main hospitals are so nearby that hardly just 5 minutes away from the premises. • Exclusive views from the terrace. Spacious terrace where one can easily have good walk and reasonable sitting area. • All the basic necessities of life are available. • All the basic utilities are available including connections of water/sewage/gas and electricity."," Built in year: 2018 , Parking Spaces: 2 , Double Glazed Windows , Central Air Conditioning , Central Heating , Flooring , Electricity Backup , Waste Disposal , Floors: 2 , Other Main Features"," Bedrooms: 4 , Bathrooms: 5 , Servant Quarters: 1 , Drawing Room , Dining Room , Kitchens: 2 , Prayer Room , Store Rooms: 1 , Steam Room , Lounge or Sitting Room , Laundry Room , Other Rooms"," Broadband Internet Access , Satellite or Cable TV Ready , Intercom , Other Business and Communication Facilities"," Lawn or Garden , Jacuzzi , Other Healthcare and Recreation Facilities"," Nearby Schools , Nearby Hospitals , Nearby Shopping Malls , Nearby Restaurants , Distance From Airport (kms) , Nearby Public Transport Service , Other Nearby Places"," Maintenance Staff , Security Staff , Facilities for Disabled , Other Facilities",hot,Lahore-1-20,3/31/2019 11:37
